name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
madrid,2023-06-07,22.8,16,18.2,22.8,16,18.2,14.8,81.8,3.543,100,75,rain,0,0,33.8,15.7,115.1,1013.4,91.4,11.6,50.1,4.3,1,10,2023-06-07T06:44:58,2023-06-07T21:42:36,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-08,20.4,15.8,17.7,20.4,15.8,17.7,15.6,87.9,5.038,100,54.17,rain,0,0,31.3,14.7,154.1,1012,84.6,12.6,107.6,9.2,4,10,2023-06-08T06:44:44,2023-06-08T21:43:11,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-06-09,23.8,14.5,19.1,23.8,14.5,19.1,13.3,71.4,0.318,100,37.5,rain,0,0,37.1,22.7,223.7,1011.7,61.9,16.5,250.3,21.5,8,10,2023-06-09T06:44:33,2023-06-09T21:43:45,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-10,26,16.2,20.9,26,16.2,20.9,13.7,66.5,0,0,0,,0,0,27.7,15.7,229.5,1014.3,61.9,16.4,276.7,24,8,10,2023-06-10T06:44:23,2023-06-10T21:44:17,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-11,27,16.2,21.9,26.6,16.2,21.9,11.5,54,0.152,100,20.83,rain,0,0,38.9,24.6,253.2,1014.1,40.3,16.7,295.1,25.5,8,10,2023-06-11T06:44:15,2023-06-11T21:44:48,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-12,27.2,16.2,21.9,26.9,16.2,21.9,11.8,54.8,0.07,100,12.5,rain,0,0,34.2,23.9,255.2,1013,46.2,15.6,297.7,25.7,8,10,2023-06-12T06:44:10,2023-06-12T21:45:17,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-06-13,23,14.9,19.6,23,14.9,19.6,12.5,64.9,1.089,100,33.33,rain,0,0,37.1,20.2,295.3,1011,51.9,15.7,203.4,17.6,8,10,2023-06-13T06:44:06,2023-06-13T21:45:45,0.83,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-14,27.2,14.8,21.2,26.9,14.8,21.2,11.6,56.2,0.017,100,4.17,rain,0,0,20.5,9,331.2,1015.8,36.7,15.2,330.2,28.5,8,10,2023-06-14T06:44:04,2023-06-14T21:46:11,0.87,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-15,30.3,16.3,23.9,29,16.3,23.5,11.1,47.1,0,0,0,,0,0,31.7,8.9,302.4,1019.5,20.5,11.7,313.6,27.1,8,10,2023-06-15T06:44:04,2023-06-15T21:46:35,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-06-16,32.3,19.2,25.8,30.7,19.2,25.2,11.3,42.4,0,0,0,,0,0,21.2,10.9,269.5,1018.4,50.7,11.8,297.1,25.8,7,10,2023-06-16T06:44:06,2023-06-16T21:46:58,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-17,33.6,19.5,26.7,32.2,19.5,26.3,13.3,45.8,0.003,100,4.17,rain,0,0,41,23.4,232.6,1014.2,35.9,11.4,289.6,25,8,10,2023-06-17T06:44:10,2023-06-17T21:47:18,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999"
madrid,2023-06-18,30.1,19.5,24.8,29.4,19.5,24.6,13.4,51.1,0.266,100,8.33,rain,0,0,45.7,18.4,259.6,1011.9,56,10.9,287.3,25.1,8,10,2023-06-18T06:44:16,2023-06-18T21:47:37,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999"
madrid,2023-06-19,29.3,18.3,23.1,28.6,18.3,23.1,15.1,63.4,3.406,100,12.5,rain,0,0,57.6,17.7,180.7,1011.1,55.6,12,229.6,19.8,8,10,2023-06-19T06:44:24,2023-06-19T21:47:55,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-20,26.7,18.3,22.6,26.8,18.3,22.6,13.5,57.9,0.809,100,4.17,rain,0,0,46.4,22.8,235.9,1012.4,59.9,12,277.1,24.1,8,10,2023-06-20T06:44:33,2023-06-20T21:48:10,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-21,27.6,16.3,21.5,27.3,16.3,21.5,12.5,58.6,0.207,100,16.67,rain,0,0,42.8,20.9,247,1014.3,56.5,12.8,208.9,18.1,7,10,2023-06-21T06:44:45,2023-06-21T21:48:24,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-22,28.3,14.9,21.5,27.7,14.9,21.4,13.8,66.4,1.943,100,16.67,rain,0,0,15.1,11.6,150.1,1020.3,25.7,14.9,316.9,27.5,8,10,2023-06-22T06:44:58,2023-06-22T21:48:36,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-23,31.6,18.7,25.4,30.7,18.7,25,13.4,50,0,0,0,,0,0,23.4,10.6,65,1022.5,12.8,16.8,308.5,26.7,8,10,2023-06-23T06:45:13,2023-06-23T21:48:45,0.17,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-24,34.3,19.5,27.3,32.8,19.5,26.8,13.2,44.7,0,0,0,,0,0.9,18.4,9.5,92.3,1019.4,1.3,16.7,312,26.9,7,10,2023-06-24T06:45:29,2023-06-24T21:48:53,0.2,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-25,36.7,21.2,29.2,35.4,21.2,28.6,13,40.2,0.275,100,25,rain,0,0.8,32,15.5,260.9,1018,12,16.2,266,22.9,7,10,2023-06-25T06:45:48,2023-06-25T21:48:59,0.24,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-06-26,36.9,21.6,29.4,35.1,21.6,28.5,11,34.9,0,0,0,,0,0,25.9,14.7,249.1,1018.3,23.5,16.3,300.5,26.2,7,10,2023-06-26T06:46:08,2023-06-26T21:49:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-27,35.1,22.5,28.9,33.6,22.5,28.3,13.2,40.4,0,0,0,,0,1,24.1,10.5,357.9,1016.1,16.2,16.8,270.4,23.3,7,10,2023-06-27T06:46:30,2023-06-27T21:49:06,0.3,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-28,35,22.5,28.8,33.6,22.5,28.2,13,40.3,0,0,0,,0,0,29.5,16.7,319.3,1014.3,33.8,13.3,320.4,27.5,10,10,2023-06-28T06:46:53,2023-06-28T21:49:06,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,08213099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-06-29,35.4,19.5,27.7,33.4,19.5,27.1,10,34.9,0,0,0,,0,0,54.4,27.2,285.3,1014.5,5.5,14.3,351.5,30.3,10,10,2023-06-29T06:47:18,2023-06-29T21:49:04,0.37,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,LETO,08219099999,F7959,08213099999,08223099999,08215099999"
madrid,2023-06-30,29,16.8,22.9,27.7,16.8,22.6,9.1,43.7,0,0,0,,0,0,42.8,17.7,24.9,1018.6,11.8,17,325,28.1,8,10,2023-06-30T06:47:45,2023-06-30T21:49:00,0.4,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-07-01,32.1,17.6,25,30.7,17.6,24.6,10.7,41.9,0,0,0,,0,1,33.1,16.5,30.3,1017.7,14.6,17.5,293,25.4,8,10,2023-07-01T06:48:13,2023-07-01T21:48:55,0.43,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-02,33.7,20.2,27.2,32.3,20.2,26.8,13.3,43.9,0.05,100,8.33,rain,0,1,39.6,12.8,11.9,1016.8,30.6,16.8,282.2,24.3,8,10,2023-07-02T06:48:43,2023-07-02T21:48:47,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-03,34.4,21.8,28.2,32.4,21.8,27.6,13,42.3,0.1,100,4.17,rain,0,0.9,57.6,29.1,288.4,1015.6,34.2,16.5,280,24.3,7,10,2023-07-03T06:49:14,2023-07-03T21:48:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-04,33.7,19.8,27.3,31.4,19.8,26.4,10.3,40.4,0,0,0,,0,0,32.4,20.1,294.7,1016,8.7,16.6,322.5,27.9,8,10,2023-07-04T06:49:46,2023-07-04T21:48:25,0.53,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-07-05,32.3,18.1,26.4,30.1,18.1,25.6,6.2,29.8,0,0,0,,0,0,34.6,19.9,279.6,1016.2,41.6,15.6,251.8,21.6,7,10,2023-07-05T06:50:20,2023-07-05T21:48:11,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-06,33,21.2,27.1,30.7,21.2,26.3,10.3,40.8,0,0,0,,0,1,38.9,19.5,196.5,1013,45.1,15.9,291.9,25.2,8,30,2023-07-06T06:50:55,2023-07-06T21:47:56,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-07,34.1,19.9,26.8,31.7,19.9,26.2,10.7,41.6,0,0,0,,0,0,40.7,26,195.2,1013,22,16.6,292.2,25.2,8,30,2023-07-07T06:51:32,2023-07-07T21:47:38,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-08,32.5,17.9,25.9,30.4,17.9,25.1,6.8,31.5,0,0,0,,0,1,32.8,19.3,235.3,1017.1,0.4,16.7,329,28.5,10,10,2023-07-08T06:52:10,2023-07-08T21:47:18,0.67,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-09,34.2,18.9,26.6,31.9,18.9,25.7,7.2,31.1,0,0,0,,0,1,27.4,14.9,245.3,1019.7,21,17.1,323.7,28.1,8,10,2023-07-09T06:52:49,2023-07-09T21:46:56,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-10,38.2,21.1,29.8,36.1,21.1,28.9,9.1,29.1,0,0,0,,0,0,23.4,14.5,295.9,1019.7,1,15.3,312.9,26.9,8,10,2023-07-10T06:53:29,2023-07-10T21:46:32,0.75,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-11,38.1,23,31.1,35.9,23,29.8,8,25.6,0,0,0,,0,0,46.1,29.3,245.7,1015.4,3.5,16.2,297.8,25.6,7,10,2023-07-11T06:54:10,2023-07-11T21:46:07,0.78,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-12,33,18.8,27,31,18.8,26.2,6.6,28.1,0,0,0,,0,0,33.5,21.1,254.7,1016.2,48.1,16.6,239.2,20.7,8,10,2023-07-12T06:54:53,2023-07-12T21:45:39,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-13,34.5,19.9,27.8,32.3,19.9,27,9.4,33.7,0,0,0,,0,0,24.8,15.6,260.1,1017.7,13.3,16.7,308.8,26.6,7,10,2023-07-13T06:55:36,2023-07-13T21:45:09,0.85,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-07-14,35.5,21.2,28.9,33.5,21.2,28,10,33.6,0,0,0,,0,0,41.8,26,234.9,1015.1,1,16.7,319,27.4,8,10,2023-07-14T06:56:21,2023-07-14T21:44:38,0.88,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-15,31.2,20.7,26.5,29.4,20.7,25.9,9.8,37.2,0,0,0,,0,1.1,44.6,24.9,224.9,1013.4,5.2,16.7,333.1,28.8,8,10,2023-07-15T06:57:06,2023-07-15T21:44:04,0.92,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-07-16,33.4,18.6,26.1,31.3,18.6,25.3,7.3,32.3,0,0,0,,0,1,28.8,17.6,254.3,1015.3,0.8,16.2,329.1,28.4,8,10,2023-07-16T06:57:53,2023-07-16T21:43:29,0.95,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-07-17,39.1,20.2,29.1,37.8,20.2,28.5,9.3,31,0,0,0,,0,0,23,14,62.6,1015.9,19.6,16,290.7,25.1,8,10,2023-07-17T06:58:40,2023-07-17T21:42:51,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-18,38.7,23.6,31.8,36.5,23.6,30.6,10.6,29.9,0,0,0,,0,0,39.6,26.5,235.3,1017.3,38.9,15,264,22.7,7,10,2023-07-18T06:59:28,2023-07-18T21:42:12,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-19,36.9,25.2,31.6,35.3,25.2,30.2,8.2,24.1,0,0,0,,0,0,52.6,33.8,231.7,1017,10.6,15,294.3,25.4,8,10,2023-07-19T07:00:17,2023-07-19T21:41:31,0.05,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-20,34.5,20.2,28.4,31.9,20.2,27.1,4.1,22.8,0,0,0,,0,0,53.6,30.4,233.1,1013.5,4.7,14.8,302.8,26,8,10,2023-07-20T07:01:07,2023-07-20T21:40:48,0.09,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-07-21,30.7,19.5,26.1,28.9,19.5,25.4,7.4,32.1,0,0,0,,0,0,36.4,23.9,248.5,1013.4,19.8,16.2,296.8,25.6,8,10,2023-07-21T07:01:57,2023-07-21T21:40:03,0.12,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-22,31.9,18.5,25.3,29.9,18.5,24.7,9.1,38.4,0,0,0,,0,1.1,28.1,13.4,282,1015.9,27.7,16.4,259.6,22.4,7,10,2023-07-22T07:02:48,2023-07-22T21:39:16,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-23,35.1,18.7,26.9,32.6,18.7,26,5.7,28.4,0,0,0,,0,1.1,36.4,21.5,244.4,1014.5,1.5,11.8,297.3,25.8,7,10,2023-07-23T07:03:40,2023-07-23T21:38:28,0.19,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-24,31.1,17.6,25.3,29.6,17.6,24.8,6.6,30.7,0,0,0,,0,0,46.4,24.9,262.5,1012.1,19.5,16.2,307.3,26.5,8,10,2023-07-24T07:04:32,2023-07-24T21:37:38,0.22,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-25,31.3,17.5,24.2,29.2,17.5,23.7,6.2,33.6,0,0,0,,0,0,35.3,16.7,307.3,1015,1.8,16.8,314.3,27.2,8,10,2023-07-25T07:05:25,2023-07-25T21:36:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-26,33.1,17.5,25.5,31,17.5,24.8,7,33.1,0,0,0,,0,0,24.5,11.2,30.2,1016.8,0,17,301.9,26.1,8,10,2023-07-26T07:06:19,2023-07-26T21:35:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-07-27,32.6,20.7,26.7,30.3,20.7,25.9,7.9,32.8,0,0,0,,0,0,48.2,27.2,233.2,1013.8,7.7,17.3,286.7,24.9,7,10,2023-07-27T07:07:13,2023-07-27T21:34:57,0.32,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-07-28,33.3,18.5,26.6,31.1,18.5,25.7,7.5,32.4,0,0,0,,0,0,32.8,21.5,237.4,1014.2,2,16.3,311.6,26.9,8,10,2023-07-28T07:08:07,2023-07-28T21:34:01,0.35,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-29,35.1,19.9,27.6,33.1,19.9,26.8,8.2,30.7,0,0,0,,0,1,41,23.5,240.1,1014.6,5,16.6,294.9,25.6,8,10,2023-07-29T07:09:02,2023-07-29T21:33:02,0.39,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-30,35.8,21.9,29.2,33.7,21.9,28.2,10.5,33.4,0,0,0,,0,0.9,36,21.9,242.3,1016.8,2,16.7,299.2,25.7,8,10,2023-07-30T07:09:57,2023-07-30T21:32:02,0.42,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-07-31,36.3,23.1,29.7,34.2,23.1,28.8,10.5,32.9,0,0,0,,0,0,24.8,19.5,290.1,1016.5,3.6,16.9,290.7,25.1,7,10,2023-07-31T07:10:53,2023-07-31T21:31:00,0.45,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-01,35.5,22.1,29.1,33.4,22.1,27.9,6.4,25.3,0,0,0,,0,0,22,16.5,330.5,1014.7,0,16.7,290,25,7,10,2023-08-01T07:11:49,2023-08-01T21:29:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-02,35,20.5,28.7,33.1,20.5,27.9,10.8,34.9,0,0,0,,0,1,40.7,23.5,283.4,1012.1,6,16.6,296.8,25.8,8,10,2023-08-02T07:12:45,2023-08-02T21:28:53,0.52,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-03,31.8,21,26.2,29.6,21,25.6,9.2,38.1,0,0,0,,0,0,36,22.2,321.1,1013.2,9.8,16.9,298.9,25.9,8,10,2023-08-03T07:13:42,2023-08-03T21:27:46,0.56,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-04,28,15.7,21.9,26.8,15.7,21.7,5.2,35.9,0,0,0,,0,0,39.6,18.6,23.3,1019.9,5.8,17.1,304.3,26.2,8,10,2023-08-04T07:14:38,2023-08-04T21:26:39,0.59,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-05,33.4,15.2,23.8,31.2,15.2,23.1,5.7,34.5,0,0,0,,0,1.1,36.4,13.3,7.8,1020.6,4,16.7,294.5,25.5,8,10,2023-08-05T07:15:35,2023-08-05T21:25:30,0.62,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-06,35.5,19.9,27.4,33.5,19.9,26.5,7.1,29.4,0,0,0,,0,1.2,30.6,16.6,350.6,1017.4,0,16.8,294.8,25.5,8,10,2023-08-06T07:16:33,2023-08-06T21:24:20,0.66,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-07,35.6,18.2,27.1,33.6,18.2,26.3,6.3,27.5,0,0,0,,0,0,38.5,12.5,33.8,1017.7,0,16.1,289.6,24.9,7,10,2023-08-07T07:17:30,2023-08-07T21:23:08,0.69,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-08,37.7,22.2,29.8,36,22.2,29.2,10.3,31.3,0,0,0,,0,0,31.3,17.4,199.7,1015.8,7.1,15,280.1,24.2,7,10,2023-08-08T07:18:28,2023-08-08T21:21:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-09,38.3,24.2,31.5,37.2,24.2,30.7,11,29.3,0,0,0,,0,0,36.7,26.7,233.3,1017.3,29.2,12.7,203,17.6,7,10,2023-08-09T07:19:25,2023-08-09T21:20:40,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-08-10,37.5,23,30.9,34.7,23,29.5,7.4,26.2,0,0,0,,0,0,26.6,16.1,261,1019.5,6.1,15.3,280.8,24.1,7,10,2023-08-10T07:20:23,2023-08-10T21:19:25,0.8,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-08-11,37.8,22.5,30.1,35.3,22.5,28.9,5.6,22.9,0,0,0,,0,0,21.6,12.3,303.4,1020.9,0.2,16.4,277.8,24.1,7,10,2023-08-11T07:21:21,2023-08-11T21:18:08,0.83,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-12,37.2,23.9,30.7,35.3,23.9,29.6,9,27.1,0,0,0,,0,1,22.3,14,227.2,1018.5,9.2,16.4,235,20.3,7,10,2023-08-12T07:22:19,2023-08-12T21:16:50,0.86,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-13,36.7,22.6,29.5,34.9,22.6,28.6,10.3,33.3,0,0,0,,0,0.4,37.4,25.5,213.8,1014.7,3,16.4,284.9,24.8,7,10,2023-08-13T07:23:17,2023-08-13T21:15:31,0.9,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-14,34.6,20.8,28,32.1,20.8,26.9,3.6,22.5,0,0,0,,0,0,31,19.2,219.7,1013.4,17.7,16.6,283,24.5,8,10,2023-08-14T07:24:15,2023-08-14T21:14:10,0.93,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-15,34.7,19.8,27.5,32.2,19.8,26.4,3.8,23.2,0,0,0,,0,1.1,27.4,16.9,240.6,1014,30.8,16.4,269.8,23.3,7,10,2023-08-15T07:25:14,2023-08-15T21:12:49,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
