name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
madrid,2023-08-16,34.1,19.5,27.5,31.8,19.5,26.5,5.6,25.9,0,0,0,,0,0,30.6,19.4,229.7,1013.9,12.6,16.5,276.4,24,7,10,2023-08-16T07:26:12,2023-08-16T21:11:27,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-17,34.6,20.2,27.7,32.4,20.2,26.7,6.4,26.9,0,0,0,,0,0,38,18.2,241,1014,7.3,15.2,279.8,24.1,7,10,2023-08-17T07:27:10,2023-08-17T21:10:03,0.03,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-08-18,33,20,27,30.8,20,26.1,5.4,26.5,0,0,0,,0,0,40.3,26.4,227.9,1014.7,46.2,16.9,262.1,22.5,8,10,2023-08-18T07:28:08,2023-08-18T21:08:38,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-19,35.7,20.6,28.2,33.6,20.6,27.3,8.7,31.3,0,0,0,,0,0.9,27,14.6,236.8,1017.7,4.7,16.6,267.7,23,7,10,2023-08-19T07:29:06,2023-08-19T21:07:13,0.1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-20,37.7,21.6,29.8,35.1,21.6,28.6,7.2,26.3,0,0,0,,0,1,22.3,11.6,232.1,1019.3,3,16.7,267.8,23.2,7,10,2023-08-20T07:30:05,2023-08-20T21:05:46,0.14,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-21,38.8,24.1,31.5,37.1,24.1,30.6,10,27.8,0,0,0,,0,0,21.6,9.6,116.4,1019.4,9,16.4,262.1,22.7,7,10,2023-08-21T07:31:03,2023-08-21T21:04:19,0.17,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-22,38.6,24.7,32.2,36.6,24.7,30.8,8.1,23.3,0.235,100,4.17,rain,0,0,23,14.5,129.8,1018.3,5,16.5,264.3,22.9,7,10,2023-08-22T07:32:01,2023-08-22T21:02:51,0.21,Rain,Clear conditions throughout the day with afternoon rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-23,38.1,24.8,31.7,35.7,24.8,30.3,8.5,25.2,0,0,0,,0,0,37.1,18.3,127.1,1017.1,1.5,16.8,265.3,22.9,7,10,2023-08-23T07:32:59,2023-08-23T21:01:22,0.24,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-08-24,38.6,24.1,31.4,36.2,24.1,30,7.2,23.4,0,0,0,,0,0,33.5,16.6,190.1,1016.6,5.7,13.3,256.5,22.2,7,10,2023-08-24T07:33:57,2023-08-24T20:59:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-25,37.2,23.9,31.2,34.8,23.9,29.6,5.4,20.6,0,0,0,,0,0,52.2,30.9,245,1015.3,16.3,12.2,234.5,20.2,7,10,2023-08-25T07:34:55,2023-08-25T20:58:21,0.31,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-26,31.1,23.5,27.5,29.2,23.5,26.7,5.9,25.9,0,0,0,rain,0,0.9,88.9,41.4,233.3,1012,58.9,14.9,190.1,16.5,7,10,2023-08-26T07:35:53,2023-08-26T20:56:50,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-27,23.8,15.5,20,23.8,15.5,20,5.2,39.6,0,0,0,,0,1.1,46.4,28.7,340.3,1016.2,41.6,16.4,243.3,21,8,10,2023-08-27T07:36:51,2023-08-27T20:55:17,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-28,27.5,12.9,20.6,26.6,12.9,20.5,6.5,42,0,0,0,,0,0,38.9,16.6,307.5,1020.1,10,16.8,273.7,23.8,8,10,2023-08-28T07:37:49,2023-08-28T20:53:45,0.41,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-29,27,16.7,22.1,26.5,16.7,22,7.9,41.4,0,0,0,,0,0,25.6,17.8,1.5,1015.9,27.4,16.8,221.3,19.2,7,10,2023-08-29T07:38:47,2023-08-29T20:52:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-30,27.6,15.6,21.9,26.6,15.6,21.7,7,39.5,0,0,0,,0,0,23.4,10.2,22.8,1014,26.4,17,266,23.1,8,10,2023-08-30T07:39:45,2023-08-30T20:50:37,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-08-31,31,16.3,23.7,29.1,16.3,23.2,7.2,36.5,0,0,0,,0,0,23,12.4,248.9,1016.5,25.8,16.7,259,22.2,7,10,2023-08-31T07:40:43,2023-08-31T20:49:02,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-01,31.3,17.6,24.6,29.6,17.6,24,7.8,35.3,0,0,0,rain,0,0,40.7,21.1,248.4,1015,46.8,16.7,229.2,19.6,8,10,2023-09-01T07:41:41,2023-09-01T20:47:27,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-02,24,16.2,19.1,24,16.2,19.1,12.6,67.3,5.669,100,58.33,rain,0,1,35.6,18.1,19.2,1013,72.6,14.6,80,6.9,5,10,2023-09-02T07:42:38,2023-09-02T20:45:51,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-03,20.6,15.3,17.5,20.6,15.3,17.5,16.1,91.6,45.32,100,75,rain,0,0,49,17.9,36.2,1013.4,85.8,12.8,44,3.7,3,10,2023-09-03T07:43:36,2023-09-03T20:44:14,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-09-04,23.9,16.4,19.2,23.9,16.4,19.2,16.2,84.4,26.085,100,62.5,rain,0,0,37.8,12.9,300,1014.3,77.7,11.6,127.8,11.1,7,10,2023-09-04T07:44:34,2023-09-04T20:42:37,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-09-05,27.1,16.6,21.5,27.2,16.6,21.5,15.5,71.3,0.005,100,4.17,rain,0,0,76,7.7,63.7,1017.2,51,11.9,216.1,18.7,8,10,2023-09-05T07:45:31,2023-09-05T20:41:00,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-06,28.1,18.4,22.9,28.2,18.4,23,16.1,67,0.414,100,8.33,rain,0,0,22.7,10.2,69.2,1017.8,62.9,13.5,196.7,17,8,10,2023-09-06T07:46:29,2023-09-06T20:39:22,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-09-07,28.4,19.7,23.7,28.6,19.7,23.7,16.4,65.3,0,0,0,rain,0,0,20.9,10.2,106.8,1017.8,43,14.7,196.7,17,7,10,2023-09-07T07:47:26,2023-09-07T20:37:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-08,29.7,20.1,24.6,29.2,20.1,24.6,16.2,61.9,0.021,100,4.17,rain,0,0,25.9,11.1,123.6,1016.7,48.7,15.4,243.2,21,8,10,2023-09-08T07:48:24,2023-09-08T20:36:05,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-09-09,27.1,19.9,23.3,27.6,19.9,23.3,16.5,66.7,0.363,100,25,rain,0,1,37.4,13.7,156.6,1016.2,58.5,15.6,162.9,14.1,8,30,2023-09-09T07:49:22,2023-09-09T20:34:27,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08213099999,08223099999,08215099999"
madrid,2023-09-10,27.8,17.9,22.2,27.9,17.9,22.2,17,75.1,3.763,100,16.67,rain,0,0.9,31,14.2,82.2,1016.9,47.3,14.2,231.5,20,8,10,2023-09-10T07:50:19,2023-09-10T20:32:47,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-11,24.7,17.1,20.8,24.7,17.1,20.8,15,71.9,7.119,100,20.83,rain,0,0,29.5,17.8,234.9,1016,58.3,14.7,237.3,20.5,8,10,2023-09-11T07:51:17,2023-09-11T20:31:08,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08213099999,08219099999,08223099999,08215099999"
madrid,2023-09-12,24.9,16.8,20.5,24.9,16.8,20.5,13.3,65.3,0.071,100,8.33,rain,0,0,27.7,10.2,312.3,1016.2,58.5,15,187.5,16.2,7,10,2023-09-12T07:52:14,2023-09-12T20:29:28,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-13,27.4,16.6,21.5,26.9,16.6,21.5,12.1,57.5,0,0,0,,0,0,30.2,11.4,16.9,1018.1,9.4,17.1,247.6,21.4,7,10,2023-09-13T07:53:12,2023-09-13T20:27:48,0.94,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-14,26.5,17.6,22,26.5,17.6,22,14.8,64.1,0.013,100,4.17,rain,0,0,27.7,9.3,55.3,1017.9,44.6,15.2,170.1,14.7,8,10,2023-09-14T07:54:10,2023-09-14T20:26:08,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-15,24.4,15.6,20.4,24.4,15.6,20.4,15.6,75.2,12.914,100,45.83,rain,0,0,50,23.1,127.7,1013.4,64.9,15.5,188.6,16.5,8,10,2023-09-15T07:55:07,2023-09-15T20:24:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-16,22,15.9,18.7,22,15.9,18.7,15,80.5,7.97,100,20.83,rain,0,1,27.4,12.5,134.4,1012,76.7,14.4,141.3,12.2,8,10,2023-09-16T07:56:05,2023-09-16T20:22:47,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-17,19.5,15.2,17.2,19.5,15.2,17.2,14.4,84.2,9.036,100,41.67,rain,0,0.9,46.1,23.7,164.4,1013.6,65.6,13.3,114.4,9.7,6,10,2023-09-17T07:57:03,2023-09-17T20:21:07,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-18,19.6,13.9,16.7,19.6,13.9,16.7,13.3,81.2,0.179,100,12.5,rain,0,0,27.7,13.9,203.5,1018.4,63.9,15.7,134.4,11.4,6,10,2023-09-18T07:58:01,2023-09-18T20:19:26,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-19,23.8,12.8,17.8,23.8,12.8,17.8,12.3,73.5,0,0,0,rain,0,0,20.2,7.8,355.7,1018.8,25,13.3,238,20.5,7,10,2023-09-19T07:58:59,2023-09-19T20:17:45,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
madrid,2023-09-20,23.4,12.9,18.2,23.4,12.9,18.2,10.8,64.3,0,0,0,,0,0,46.4,28.6,232.5,1015.1,16.3,11.5,235,20.3,7,10,2023-09-20T07:59:57,2023-09-20T20:16:04,0.19,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,LETO,F7959,08219099999,08223099999,08215099999"
